timestamp,official_title,name,company_source,company_target,operator,type,share,description,value_usd,value_currency_amount,value_currency_unit,field,license_area,annoucement_date,start_date,end_date,,duration_months,source_date,,source_url,,,,,log_message
31/05/2014 19:17:53,,Geotechnical Investigation for Sand Search along Tebidaba River for Reclamation works at Tebidaba Flow station.,Nigerian Agip Oil Company Limited,Chattel Associates Nigeria Limited,,Service Contracts,,Geotechnical Investigation for Sand Search along Tebidaba River for Reclamation works at Tebidaba Flow station.,,,,,,,2006,,,,,,http://chattelng.com/about_us.html,31/05/2014 19:17:53,,,,
31/05/2014 19:24:27,,Geotechnical Investigation for the proposed Ibom power plant project at Ikot Abasi,LYK Engineering,Chattel Associates Nigeria Limited,,Service Contracts,,Geotechnical Investigation for the proposed Ibom power plant project at Ikot Abasi,,,,Ikot Abasi,,,2001,,,,,,http://chattelng.com/PAST-JOBS.pdf,31/05/2014 19:24:27,,,,
31/05/2014 19:27:39,,"Geotechnical Investigation for the proposed 10"" x 38km 1m-Kwale Agip gas pipeline",Daewoo Nigeria Limited,Chattel Associates Nigeria Limited,,Service Contracts,,"Geotechnical Investigation for the proposed 10"" x 38km 1m-Kwale Agip gas pipeline",,,,,,,2002,,,,,,http://chattelng.com/PAST-JOBS.pdf,31/05/2014 19:27:39,,,,
31/05/2014 19:29:57,,"Geotechnical Investigation for the proposed loading bay Project. Thermal Dissolution Unit (TDU) at Onne, Eleme",Channel Engineering Nigeria Limited,Chattel Associates Nigeria Limited,,Service Contracts,,"Geotechnical Investigation for the proposed loading bay Project. Thermal Dissolution Unit (TDU) at Onne, Eleme",,,,"Onne, Eleme",,,2001,,,,,,http://chattelng.com/PAST-JOBS.pdf,31/05/2014 19:29:57,,,,
31/05/2014 19:33:24,,"Geotechnical Investigation for proposed 18"" x 22km Idu-OB/OB Agip pipeline",Saipem Contracting Nigeria Limited,Chattel Associates Nigeria Limited,,Service Contracts,,"Geotechnical Investigation for proposed 18"" x 22km Idu-OB/OB Agip pipeline",,,,Idu-OB/OB,,,2003,,,,,,http://chattelng.com/PAST-JOBS.pdf,31/05/2014 19:33:24,,,,
31/05/2014 19:43:59,,Construction of 6” delivery line in Agbada field with a total length of 50 km,Shell Petroleum Development Company of Nigeria Limited (SPDC),Slot Engineering Nigeria limited,,Service Contracts,,Construction of 6” delivery line in Agbada field with a total length of 50 km,,,,Agbada,,,,,,,,,http://www.sloteng.com/referenceprojects.html,31/05/2014 19:43:59,,,,
31/05/2014 19:54:12,,Supply of 51/2” 13cr Tubings and accessories,Shell Nigeria Exploration and Production Company (SNEPCO),Slot Engineering Nigeria limited,,Service Contracts,,Supply of 51/2” 13cr Tubings and accessories,,,,,,,,,,,,,http://www.sloteng.com/pastprojects.html,31/05/2014 19:54:12,,,,
31/05/2014 19:57:44,,Supply of 120 pcs of OPC Batteries,Port Harcourt Refining Company Limited (PHRC),Slot Engineering Nigeria limited,,Service Contracts,,Supply of 120 pcs of OPC Batteries,,,,,,,,,,,,,http://www.sloteng.com/pastprojects.html,31/05/2014 19:57:44,,,,
31/05/2014 20:04:48,,Gbaran Ubie Infill Project,Shell Petroleum Development Company of Nigeria Limited (SPDC),Catobi Nigeria Enterprise Limited,,Service Contracts,,Gbaran Ubie Infill Project,,,,Gbaran-Ubie,,,,,,,,,http://www.catobi.com/index1.html,31/05/2014 20:04:48,,,,
31/05/2014 20:08:46,,EPC for Kolo Creek to Soku Gas Export Pipeline Project,Nestoil Plc,Catobi Nigeria Enterprise Limited,,Service Contracts,,EPC for Kolo Creek to Soku Gas Export Pipeline Project,,,,"Kolo Creek, Soku",,,,,,,,,http://www.catobi.com/index1.html,31/05/2014 20:08:46,,,,
2/6/2014 9:51:47,,supply of Barytes and Calcium Carbonate,Shell Petroleum Development Company of Nigeria Limited (SPDC),Ana Industries Limited,,Service Contracts,,supply of Barytes and Calcium Carbonate,,,,,,,2007,,,,,,http://www.anaindustries.net/projects.php,2/6/2014 9:51:47,,,,
2/6/2014 9:53:35,,Fluids and Mud Engineering Services,Mobil Producing Nigeria Unlimited,Ana Industries Limited,,Service Contracts,,Fluids and Mud Engineering Services,,,,,,,2006,,,24,,,http://www.anaindustries.net/projects.php,2/6/2014 9:53:35,,,,
2/6/2014 10:01:03,,supply of Drilling Fluids Chemicals and mud engineering Services during Stubb Creek Well Re-Entry,Sinopec International Petroleum Exploration and Production Company Nigeria Limited,Ana Industries Limited,,Service Contracts,,supply of Drilling Fluids Chemicals and mud engineering Services during Stubb Creek Well Re-Entry,,,,,,,2006,,,,,,http://www.anaindustries.net/projects.php,2/6/2014 10:01:03,,,,Awarded The Joint Operation Body of Universal Energy Resources Limited with Snopec International Petroleum Exploration and Production Co Nig Ltd for the supply of Drilling Fluids Chemicals and mud engineering Services during Stubb Creek Well Re-Entry
2/6/2014 10:07:50,,supply of Drilling Fluids Chemicals and mud engineering Services during Stubb Creek Well Re-Entry,Universal Energy Resources Limited,Ana Industries Limited,,Service Contracts,,supply of Drilling Fluids Chemicals and mud engineering Services during Stubb Creek Well Re-Entry,,,,,,,2006,,,,,,http://www.anaindustries.net/projects.php,2/6/2014 10:07:50,,,,Awarded The Joint Operation Body of Universal Energy Resources Limited with Snopec International Petroleum Exploration and Production Co Nig Ltd for the supply of Drilling Fluids Chemicals and mud engineering Services during Stubb Creek Well Re-Entry
2/6/2014 10:09:28,,Provision of Drilling Fluids Chemicals and Mdd Engineering Services,Niger Delta Petroleum Resources Limited,Ana Industries Limited,,Service Contracts,,Provision of Drilling Fluids Chemicals and Mdd Engineering Services,,,,,,,2006,,,,,,http://www.anaindustries.net/projects.php,2/6/2014 10:09:28,,,,
2/6/2014 10:13:58,,"Leased from Brawal shipping (Nigeria) limited 1,500sq.meters of land for Bulk Plant Facility at Federal Lighter Terminal, ONNE Free Port zone",Ana Industries Limited,Brawal shipping (Nigeria) limited,,Service Contracts,,"Leased from Brawal shipping (Nigeria) limited 1,500sq.meters of land for Bulk Plant Facility at Federal Lighter Terminal, ONNE Free Port zone",,,,,,,1999,,,,,,http://www.anaindustries.net/projects.php,2/6/2014 10:13:58,,,,
2/6/2014 11:00:11,,Environmental Impact Assessment (EIA) Of Pirigbene Field Further Development Project,Nigerian Agip Oil Company Limited,Sydney Gateway Limited,,Service Contracts,,Environmental Impact Assessment (EIA) Of Pirigbene Field Further Development Project,,,,Pirigbene,,,2011,,,,,,http://www.sydneygateway.com/projects1.html,2/6/2014 11:00:11,,,,
2/6/2014 11:01:50,,Provision Of Remediation Services Ughelli East W9 Site 2 Package 10,Shell Petroleum Development Company of Nigeria Limited (SPDC),Sydney Gateway Limited,,Service Contracts,,Provision Of Remediation Services Ughelli East W9 Site 2 Package 10,,,,Ughelli East,,,2011,,,,,,http://www.sydneygateway.com/projects1.html,2/6/2014 11:01:50,,,,
2/6/2014 11:04:23,,Provision Of Environmental Impact Assessment (EIA) For Kuyere Ax Exportation Well In Opl&nbsp; 279,Omel Exploration & Production Nigeria Limited,Sydney Gateway Limited,,Service Contracts,,Provision Of Environmental Impact Assessment (EIA) For Kuyere Ax Exportation Well In Opl&nbsp; 279,,,,Kuyere,,,2009,,,,,,http://www.sydneygateway.com/projects1.html,2/6/2014 11:04:23,,,,
2/6/2014 11:06:09,,Provision Of Environmental Monitoring Services On The Nembe Creek- Cawthorne Channel Trunk line (NCTL) Replacement Project (Package A),Nestoil Plc,Sydney Gateway Limited,,Service Contracts,,Provision Of Environmental Monitoring Services On The Nembe Creek- Cawthorne Channel Trunk line (NCTL) Replacement Project (Package A),,,,Nembe Creek,,,2008,,,,,,http://www.sydneygateway.com/projects1.html,2/6/2014 11:06:09,,,,
2/6/2014 11:08:01,,Provision Of Defensive Driving Technique,Chevron Nigeria Limited,Sydney Gateway Limited,,Service Contracts,,Provision Of Defensive Driving Technique at Warri/Lagos,,,,,,,2012,,,,,,http://www.sydneygateway.com/projects.html,2/6/2014 11:08:01,,,,
2/6/2014 11:10:00,,Carriage Of Dangerous Goods Training,Total Upstream Nigeria Limited (TUPNIL),Sydney Gateway Limited,,Service Contracts,,Carriage Of Dangerous Goods Training,,,,,,,2011,2012,,,,,http://www.sydneygateway.com/projects.html,2/6/2014 11:10:00,,,,
2/6/2014 15:01:36,,"Call-Off Contract for Procurement, Installation and Commissioning of Caterpillar Generators",Shell Petroleum Development Company of Nigeria Limited (SPDC),Cisan International Limited,,Service Contracts,,"Call-Off Contract for Procurement, Installation and Commissioning of Caterpillar Generators",,,,,,,2011-01,,,,,,http://cisaninternational.com/projects.html,2/6/2014 15:01:36,,,,
2/6/2014 15:05:25,,"Operations, Maintenance, and Routine Installations of Data Communication Equipment for Lagos, Port Harcourt & Abuja",Total Exploration and Production Nigeria Limited,Cisan International Limited,,Service Contracts,,"Operations, Maintenance, and Routine Installations of Data Communication Equipment for Lagos, Port Harcourt & Abuja",,,,,,,2011-01,,,,,,http://cisaninternational.com/projects.html,2/6/2014 15:05:25,,,,
2/6/2014 15:08:35,,Computer Donations and Installation to Four (4) Nigerian Universities,Omel Exploration & Production Nigeria Limited,Cisan International Limited,,Service Contracts,,Computer Donations and Installation to Four (4) Nigerian Universities,,,,,,,2011-01,,,,,,http://cisaninternational.com/projects.html,2/6/2014 15:08:35,,,,
2/6/2014 15:09:43,,Provision of IT Support Services at MPN Locations,ExxonMobil Nigeria,Cisan International Limited,,Service Contracts,,Provision of IT Support Services at MPN Locations,,,,,,,2010-11,,,,,,http://cisaninternational.com/projects.html,2/6/2014 15:09:43,,,,
2/6/2014 15:11:48,,Installation of Surge Vessels in Abiteye Flow Station,Chevron Nigeria Limited,Cisan International Limited,,Service Contracts,,Installation of Surge Vessels in Abiteye Flow Station,,,,Abiteye,,,2010-03,,,,,,http://cisaninternational.com/projects.html,2/6/2014 15:11:48,,,,
2/6/2014 15:13:25,,Instrumentation & Electrical works for EGP3A Project at Escravos,Hyundai Heavy Industries,Cisan International Limited,,Service Contracts,,Instrumentation & Electrical works for EGP3A Project at Escravos,,,,Escravos,,,2008-07,,,,,,http://cisaninternational.com/projects.html,2/6/2014 15:13:25,,,,
2/6/2014 15:39:38,,Procurement & installation of Valves and Fittings at NNPC Port Harcourt Refinery for Chemp & Enzer for turn around maintenance,Port Harcourt Refining Company Limited (PHRC),Boltog  Limited,,Service Contracts,,Procurement & installation of Valves and Fittings at NNPC Port Harcourt Refinery for Chemp & Enzer for turn around maintenance,,,,,,,,,,,,,http://www.boltoggroup.com/clients.html,2/6/2014 15:39:38,,,,Its a subcontract
2/6/2014 15:40:52,,Installation and commissioning of Radio Telecommunication system for Oguta SPDC facility,Shell Petroleum Development Company of Nigeria Limited (SPDC),Boltog  Limited,,Service Contracts,,Installation and commissioning of Radio Telecommunication system for Oguta SPDC facility,,,,Oguta,,,,,,,,,http://www.boltoggroup.com/clients.html,2/6/2014 15:40:52,,,,
2/6/2014 15:42:56,,Procurement and installation of fire and gas detection system for the office facilities,Addax Petroleum Development Nigeria Limited,Boltog  Limited,,Service Contracts,,Procurement and installation of fire and gas detection system for the office facilities,,,,,,,,,,,,,http://www.boltoggroup.com/clients.html,2/6/2014 15:42:56,,,,
2/6/2014 15:43:51,,"Supply of meter, watt, analog, transformer rated 0-1600 kw/scale, 120vac, 5amp, 3phase, 50/60H3 CT Ratio 200:5; PT ratio 480:120; Cw1000, 3-15/16 in Od, 4­1/4 in square flange, 7 in high. Mfg: Compton instruments Inc. (PIN 077- 218A­QQXX -C6)",Mobil Producing Nigeria Unlimited,Boltog  Limited,,Service Contracts,,"Supply of meter, watt, analog, transformer rated 0-1600 kw/scale, 120vac, 5amp, 3phase, 50/60H3 CT Ratio 200:5; PT ratio 480:120; Cw1000, 3-15/16 in Od, 4­1/4 in square flange, 7 in high. Mfg: Compton instruments Inc. (PIN 077- 218A­QQXX -C6)",,,,"Qua Iboe, Eket",,,,,,,,,http://www.boltoggroup.com/clients.html,2/6/2014 15:43:51,,,,
2/6/2014 15:45:07,,harter and operation of one 500MT dumb barge,Nigerian Agip Oil Company Limited,Boltog  Limited,,Service Contracts,,harter and operation of one 500MT dumb barge,,,,,,,,,,,,,http://www.boltoggroup.com/clients.html,2/6/2014 15:45:07,,,,
2/6/2014 15:46:18,,Supply and installation of BUC street light accessory,Nigeria Liquefied Natural Gas Limited (NLNG),Boltog  Limited,,Service Contracts,,Supply and installation of BUC street light accessory,,,,,,,,,,,,,http://www.boltoggroup.com/clients.html,2/6/2014 15:46:18,,,,
2/6/2014 15:47:21,,Land and Swamp rig inspection,Seplat Petroleum Development Company Plc,Boltog  Limited,,Service Contracts,,Land and Swamp rig inspection,,,,,,,,,,,,,http://www.boltoggroup.com/clients.html,2/6/2014 15:47:21,,,,
2/6/2014 15:48:20,,"Procurement & Installation of Differential pressure transmitter PIN - 3051CDQAQ2AIJH2 BAE8LAM6Q4 T1P1,Differential pressure transmitter PIN 3051CD3A22AIJB4E8L4M6Q4 TIP1",Elf Petroleum Limited,Boltog  Limited,,Service Contracts,,"Procurement & Installation of Differential pressure transmitter PIN - 3051CDQAQ2AIJH2 BAE8LAM6Q4 T1P1,Differential pressure transmitter PIN 3051CD3A22AIJB4E8L4M6Q4 TIP1",,,,Obagi,,,,,,,,,http://www.boltoggroup.com/clients.html,2/6/2014 15:48:20,,,,
2/6/2014 15:54:08,,"Procurement and installation of cathodic protection system for 18km of 6"" & 8"" Coated pipes",Suffolk Engineering and Construction Limited,Boltog  Limited,,Service Contracts,,"Procurement and installation of cathodic protection system for 18km of 6"" & 8"" Coated pipes",,,,,,,,,,,,,http://www.boltoggroup.com/clients.html,2/6/2014 15:54:08,,,,
2/6/2014 16:11:24,,Replacement & Construction Of 4” Flowline at Ahia Well 7,Shell Petroleum Development Company of Nigeria Limited (SPDC),Amban Nigeria Limited,,Service Contracts,,Replacement & Construction Of 4” Flowline at Ahia Well 7,,,,Ahia,,,,,,,,,http://ambanltd.com/projects.html,2/6/2014 16:11:24,,,,
2/6/2014 16:18:10,,Ignition revamp of NP4: ignition control system (cat. G3512),Elf Petroleum Limited,Amban Nigeria Limited,,Service Contracts,,Ignition revamp of NP4: ignition control system (cat. G3512),,,,Obagi,,,,,,,,,http://ambanltd.com/projects-eng.html,2/6/2014 16:18:10,,,,
2/6/2014 16:22:23,,Total Overhaul of Desel Emergency Generator at OML -116 Agbara Platform,Nigerian Agip Oil Company Limited,Amban Nigeria Limited,,Service Contracts,,Total Overhaul of Desel Emergency Generator at OML -116 Agbara Platform,,,,,,,,,,,,,http://ambanltd.com/projects.html,2/6/2014 16:22:23,,,,
3/6/2014 18:18:15,,"E & I: calibration services, installation, instrument and equipment certification, pre-commissioning and commissioning",ExxonMobil Nigeria,Instrutech Limited,,Service Contracts,,"E & I: calibration services, installation, instrument and equipment certification, pre-commissioning and commissioning",,,,,,,,,,,,,http://www.instrutechng.com/Projects.html,3/6/2014 18:18:15,,,,Subcontract by Tombim Services
,,Partial Refurbishment of Kwale Gas Plant,Nigerian Agip Oil Company Limited,Instrutech Limited,,Service Contracts,,Partial Refurbishment of Kwale Gas Plant,,,,Kwale,,,,,,,,,http://www.instrutechng.com/Projects.html,,,,,
4/6/2014 17:41:39,,Provision of Dredging Services in The Niger Delta,Shell Petroleum Development Company of Nigeria Limited (SPDC),Jeph Kebbi International Limited Company,,Service Contracts,,Provision of Dredging Services in The Niger Delta,,,,,,,,,,,,,http://jephkebbi.com/index.php?option=com_content&view=article&id=5&Itemid=5,4/6/2014 17:41:39,,,,
4/6/2014 17:44:34,,Fabrication and installation of WPP platform for IMA 13 and IMA 14,Amni International Petroleum Development Company Limited,Jeph Kebbi International Limited Company,,Service Contracts,,Fabrication and installation of WPP platform for IMA 13 and IMA 14,,,,Nangley,,,2010,,,,,,http://jephkebbi.com/index.php?option=com_content&view=article&id=5&Itemid=5,4/6/2014 17:44:34,,,,
4/6/2014 17:46:05,,"Stockpiling of 80,000m3 of sand",Julius Berger Nigeria Limited,Jeph Kebbi International Limited Company,,Service Contracts,,"Stockpiling of 80,000m3 of sand",,,,Mbiama,,,2008,,,,,,http://jephkebbi.com/index.php?option=com_content&view=article&id=5&Itemid=5,4/6/2014 17:46:05,,,,
4/6/2014 17:47:18,,Sweeping of Nigeria Agip Oil Company Jetty,River Creek Specialist Limited,Jeph Kebbi International Limited Company,,Service Contracts,,Sweeping of Nigeria Agip Oil Company Jetty,,,,Brass,,,2007,2008,,,,,http://jephkebbi.com/index.php?option=com_content&view=article&id=5&Itemid=5,4/6/2014 17:47:18,,,,
4/6/2014 17:50:07,,Dredging/Sweeping of main Jetty,Nigerian Agip Oil Company Limited,Jeph Kebbi International Limited Company,,Service Contracts,,Dredging/Sweeping of main Jetty,,,,Port Harcourt,,,2007,,,,,,http://jephkebbi.com/index.php?option=com_content&view=article&id=5&Itemid=5,4/6/2014 17:50:07,,,,
4/6/2014 17:51:19,,"Dredging of 50,000m3 of sand",Saipem Contracting Nigeria Limited,Jeph Kebbi International Limited Company,,Service Contracts,,"Dredging of 50,000m3 of sand",,,,Yenegoa,,,2006,,,,,,http://jephkebbi.com/index.php?option=com_content&view=article&id=5&Itemid=5,4/6/2014 17:51:19,,,,
4/6/2014 17:52:24,,"Foundation construction and installation of HP/LP Scrubbers, Pipe rack, knockout Drum and Citadel Fence",Daewoo Engineering and Construction Company Limited,Jeph Kebbi International Limited Company,,Service Contracts,,"Foundation construction and installation of HP/LP Scrubbers, Pipe rack, knockout Drum and Citadel Fence at Cawthorne Channel 1 Flow Station",,,,,,,2004,,,,,,http://jephkebbi.com/index.php?option=com_content&view=article&id=5&Itemid=5,4/6/2014 17:52:24,,,,
4/6/2014 18:00:05,,Detail survey of S.P.D.C. RA Golf Course,Shell Petroleum Development Company of Nigeria Limited (SPDC),Nielson Nigeria Limited,,Service Contracts,,Detail survey of S.P.D.C. RA Golf Course,,,,Port Harcourt,,,,,12,0.40,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:00:05,,,,Subcontract from AANDERAAH NIG. LTD.
4/6/2014 18:05:21,,Positioning Survey for Pearson Survey of 100km Pipeline,Nigerian Agip Oil Company Limited (NAOC),Nielson Nigeria Limited,,Service Contracts,,Positioning Survey for Pearson Survey of 100km Pipeline,,,,Ogoda-Brass,,,,,60,2.00,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:05:21,,,,
4/6/2014 18:09:41,,"Supply of Theodolites, EDM and Accessories",New Oil Field and Allied Services Limited (NOAS),Nielson Nigeria Limited,,Service Contracts,,"Supply of Theodolites, EDM and Accessories",,,,Port Harcourt,,,,,30,1.00,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:09:41,,,,
4/6/2014 18:16:34,,"Detail Survey Of Biseni 1,45 and Access Road",Aanderaah Nigeria Limited,Nielson Nigeria Limited,,Service Contracts,,"Detail Survey Of Biseni 1,45 and Access Road",,,,Biseni,,,,,50,1.67,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:16:34,,,,
4/6/2014 18:19:01,,Roof Repair/Rug Cleaning and Installation of ¾ Delivery Nozzle,Mobil Oil Nigeria Plc,Nielson Nigeria Limited,,Service Contracts,,Roof Repair/Rug Cleaning and Installation of ¾ Delivery Nozzle,,,,Port Harcourt,,,,,8,0.27,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:19:01,,,,
4/6/2014 18:22:40,,Bille Electrification Design Project Survey,Point Engineering Limited,Nielson Nigeria Limited,,Service Contracts,,Bille Electrification Design Project Survey,,,,Awoba,,,,,15,0.50,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:22:40,,,,
4/6/2014 18:25:14,,Detail & Topographical Survey Of EGP-3,Chevron Nigeria Limited,Nielson Nigeria Limited,,Service Contracts,,Detail & Topographical Survey Of EGP-3,,,,,,,,,45,1.50,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:25:14,,,,
4/6/2014 18:30:24,,Pipeline Route Survey for Storm Water Discharge,Integrated Quality Technologies Limited,Nielson Nigeria Limited,,Service Contracts,,"Pipeline Route Survey for Storm Water Discharge at Ninth Mile, Enugu",,,,Enugu,,,,,90,3.00,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:30:24,,,,
4/6/2014 18:31:52,,Pipeline Survey of Ibewa-Obagr Gas Line,Totalfinaelf Nigeria Limited,Nielson Nigeria Limited,,Service Contracts,,Pipeline Survey of Ibewa-Obagr Gas Line,,,,Obagi,,,,,,8,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:31:52,,,,
4/6/2014 18:33:56,,Soil Investigation Work for Afam VI Power State,Daewoo Nigeria Limited,Nielson Nigeria Limited,,Service Contracts,,Soil Investigation Work for Afam VI Power State,,,,Afam,,,,,30,1.00,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:33:56,,,,
4/6/2014 18:39:54,,Hydrogaphic Survey of Submarine Calbe Route at Kaa & Kpean,Rockson Engineering,Nielson Nigeria Limited,,Service Contracts,,Hydrogaphic Survey of Submarine Calbe Route at Kaa & Kpean,,,,Gokana,,,,,10,0.33,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:39:54,,,,
4/6/2014 18:45:13,,As-Built Survey of Section of ECTL Row from Bonny Terminal to KC Manifold,Data-Mat Nigeria Limited,Nielson Nigeria Limited,,Service Contracts,,As-Built Survey of Section of ECTL Row from Bonny Terminal to KC Manifold,,,,Bonny,,,,,21,0.70,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:45:13,,,,
4/6/2014 18:50:32,,As-Built Survey of Section of ECTL Row from Bonny Terminal to KC Manifold,Dec Oil & Gas Limited,Nielson Nigeria Limited,,Service Contracts,,As-Built Survey of Section of ECTL Row from Bonny Terminal to KC Manifold,,,,Bonny,,,,,21,0.70,,,http://nielsonngr.com/about-us/projects.html,4/6/2014 18:50:32,,,,
5/6/2014 3:11:51,,"Modification of Designs/Construction of all civil works for the PRMS and CTS Gas Plant at OTA and AGBARA, OGUN STATE",Shell Nigeria Gas Limited,Jam Services Company,,Service Contracts,,"Modification of Designs/Construction of all civil works for the PRMS and CTS Gas Plant at OTA and AGBARA, OGUN STATE",,,,Ota and Agbara,,,2002,,,,,,http://www.jamservicesco.com/projects.htm,5/6/2014 3:11:51,,,,
5/6/2014 3:16:25,,"Design, Modification & Construction of all Civil works for the pilot Gas Supply System at NNPC and SPDC Estates in WARRI, DELTA STATE",Shell Petroleum Development Company of Nigeria Limited (SPDC),Jam Services Company,,Service Contracts,,"Design, Modification & Construction of all Civil works for the pilot Gas Supply System at NNPC and SPDC Estates in WARRI, DELTA STATE",,,,Warri,,,1997,,,,,,http://www.jamservicesco.com/projects.htm,5/6/2014 3:16:25,,,,
5/6/2014 3:26:27,,"Survey, Design and Construction of a 5.1km ODAGWA-ULAKWO (Flexible pavement) road and drainage systems",Ashland Oil Nigeria Limited,Jam Services Company,,Service Contracts,,"Survey, Design and Construction of a 5.1km ODAGWA-ULAKWO (Flexible pavement) road and drainage systems",,,,Odagwa-Ulakwo,,,1994,,,,,,http://www.jamservicesco.com/projects.htm,5/6/2014 3:26:27,,,,
5/6/2014 3:28:05,,Pest Control Services (Onshore/Offshore),Totalfinaelf Nigeria Limited,Jam Services Company,,Service Contracts,,Pest Control Services (Onshore/Offshore),,,,,,,1993,,,,,,http://www.jamservicesco.com/projects.htm,5/6/2014 3:28:05,,,,
5/6/2014 3:36:04,,Opolo water scheme: (Drilling of water boreholes),Shell Petroleum Development Company of Nigeria Limited (SPDC),Fomoyi Services Nigeria limited,,Service Contracts,,Opolo water scheme: (Drilling of water boreholes),,,,Opolo,,,,,,,,,http://fomoyi.com/index.php?option=com_content&view=article&id=5&Itemid=8,5/6/2014 3:36:04,,,,
5/6/2014 3:37:54,,"Brass Community water project (water boreholes, pump installation, connection to existing tanks and reticulation)",Nigerian Agip Oil Company Limited,Fomoyi Services Nigeria limited,,Service Contracts,,"Brass Community water project (water boreholes, pump installation, connection to existing tanks and reticulation)",,,,Brass,,,,,,,,,http://fomoyi.com/index.php?option=com_content&view=article&id=5&Itemid=8,5/6/2014 3:37:54,,,,
5/6/2014 3:39:43,,"Water project for NOLCHEM base, Port Harcourt: (water boreholes, pump installation, overhead tank and connection to existing reticulation)",National Oil and Chemical Marketing Company Plc (NOLCHEM),Fomoyi Services Nigeria limited,,Service Contracts,,"Water project for NOLCHEM base, Port Harcourt: (water boreholes, pump installation, overhead tank and connection to existing reticulation)",,,,Port Harcourt,,,,,,,,,http://fomoyi.com/index.php?option=com_content&view=article&id=5&Itemid=8,5/6/2014 3:39:43,,,,
5/6/2014 3:47:15,,"Agip base water project, brass: (water boreholes, pump installation, connection to existing tank and reticulation)",Belmont Limited,Fomoyi Services Nigeria limited,,Service Contracts,,"Agip base water project, brass: (water boreholes, pump installation, connection to existing tank and reticulation)",,,,Brass,,,,,,,,,http://fomoyi.com/index.php?option=com_content&view=article&id=5&Itemid=8,5/6/2014 3:47:15,,,,Subcontract for NAOC
5/6/2014 21:12:05,,Egbema West (G1.0) Studies,Shell Petroleum Development Company of Nigeria Limited (SPDC),Lighthouse Petroleum Engineering Company Limited (LPEC),,Service Contracts,,Egbema West (G1.0) Studies,,,,Egbema,,,,,,,,,http://www.lighthouselaboratories.com/clients.html,5/6/2014 21:12:05,,,,
5/6/2014 21:14:55,,Study of Dubri's Well-4 for completion purposes,Dubri Oil Company Limited,Lighthouse Petroleum Engineering Company Limited (LPEC),,Service Contracts,,Study of Dubri's Well-4 for completion purposes,,,,,,,,,,,,,http://www.lighthouselaboratories.com/clients.html,5/6/2014 21:14:55,,,,
5/6/2014 21:15:52,,Compilation of Well Reports,Ashland Oil Nigeria Limited,Lighthouse Petroleum Engineering Company Limited (LPEC),,Service Contracts,,Compilation of Well Reports,,,,,,,,,,,,,http://www.lighthouselaboratories.com/clients.html,5/6/2014 21:15:52,,,,
5/6/2014 21:17:04,,Crude Oil Analysis,Elf Petroleum Limited,Lighthouse Petroleum Engineering Company Limited (LPEC),,Service Contracts,,Crude Oil Analysis,,,,,,,,,,,,,http://www.lighthouselaboratories.com/clients.html,5/6/2014 21:17:04,,,,
5/6/2014 21:17:53,,Crude Oil Analysis,Nigerian Agip Oil Company Limited,Lighthouse Petroleum Engineering Company Limited (LPEC),,Service Contracts,,Crude Oil Analysis,,,,,,,,,,,,,http://www.lighthouselaboratories.com/clients.html,5/6/2014 21:17:53,,,,
5/6/2014 21:19:01,,Studies on Recovery Factors,Department of Petroleum Resources (DPR),Lighthouse Petroleum Engineering Company Limited (LPEC),,Service Contracts,,Studies on Recovery Factors,,,,,,,,,,,,,http://www.lighthouselaboratories.com/clients.html,5/6/2014 21:19:01,,,,
5/6/2014 21:20:10,,Field Development,Consolidated Oil Limited,Lighthouse Petroleum Engineering Company Limited (LPEC),,Service Contracts,,Field Development,,,,,,,,,,,,,http://www.lighthouselaboratories.com/clients.html,5/6/2014 21:20:10,,,,
5/6/2014 21:28:47,,EIA for B-LNG Gas Supply Project (Land Area),Snamprogetti SpA,BGI Resources Limited,,Service Contracts,,EIA for B-LNG Gas Supply Project (Land Area),,,,"Kwale, Oshie, Idu",,,2005,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:28:47,,,,
5/6/2014 21:33:36,,EIA of Independent Power Plant (IPP) Scheme,Geometric Power Limited,BGI Resources Limited,,Service Contracts,,EIA of Independent Power Plant (IPP) Scheme,,,,Aba,,,2004,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:33:36,,,,
5/6/2014 21:35:22,,EER of Asaokpo/Umutu Marginal Field,Shell Petroleum Development Company of Nigeria Limited (SPDC),BGI Resources Limited,,Service Contracts,,EER of Asaokpo/Umutu Marginal Field,,,,Asaokpo/Umutu,,,2004,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:35:22,,,,
