timestamp,official_title,name,company_source,company_target,operator,type,share,description,value_usd,value_currency_amount,value_currency_unit,field,license_area,annoucement_date,start_date,end_date,,duration_months,source_date,,source_url,,,,,log_message
20/06/2014 11:22:36,,Production Sharing Contract for OML 136,Nigerian National Petroleum Corporation (NNPC),Total Exploration and Production Nigeria Limited,,Production Contract,40,,,,,,OML 136,,,,,,,,http://total.com/en/media/news/press-releases/20100624-nigeria-hydrocarbon-discovery-oml-136,20/06/2014 11:22:36,,,,
20/06/2014 11:24:08,,Production Sharing Contract for JDZ Block 4,Nigerian National Petroleum Corporation (NNPC),,Addax Petroleum Corporation,Production Contract,45.5,,,,,,JDZ Block 4,,,,,,,,http://energymixreport.com/the-rise-of-the-nigerian-independent-part-2-conoil/,20/06/2014 11:24:08,,,,
20/06/2014 11:24:21,,Production Sharing Contract for JDZ Block 4,Nigerian National Petroleum Corporation (NNPC),Conoil Producing Unlimited,,Production Contract,25,,,,,,JDZ Block 4,,,,,,,,http://energymixreport.com/the-rise-of-the-nigerian-independent-part-2-conoil/,20/06/2014 11:24:21,,,,
20/06/2014 11:26:35,,Production Sharing Contract for JDZ Block 4,Nigerian National Petroleum Corporation (NNPC),EHRC Energy,,Production Contract,19.5,,,,,,JDZ Block 4,,,,,,,,http://energymixreport.com/the-rise-of-the-nigerian-independent-part-2-conoil/,20/06/2014 11:26:35,,,,
20/06/2014 13:26:06,,Production Sharing Contract for OML 59,Nigerian National Petroleum Corporation (NNPC),,Conoil Producing Unlimited,Production Contract,40,,,,,,OML 59,,,,,,,,http://www.nairaland.com/1022409/real-owners-nigeria,20/06/2014 13:26:06,,,,
20/06/2014 13:27:43,,Production Sharing Contract for OML 59,Nigerian National Petroleum Corporation (NNPC),Continental Oil and Gas Limited,,Production Contract,60,,,,,,OML 59,,,,,,,,http://www.nairaland.com/1022409/real-owners-nigeria,20/06/2014 13:27:43,,,,
20/06/2014 13:42:18,,Production Sharing Contract for OML 56,Nigerian National Petroleum Corporation (NNPC),Midwestern Oil and Gas Company,,Production Contract,70,,,,,,OML 56,,,,,,,,http://suntrustoil.com/,20/06/2014 13:42:18,,,,
20/06/2014 13:43:07,,Production Sharing Contract for OML 56,Nigerian National Petroleum Corporation (NNPC),Suntrust Oil Company Nigeria Limited,,Production Contract,30,,,,,,OML 56,,,,,,,,http://suntrustoil.com/,20/06/2014 13:43:07,,,,
20/06/2014 13:54:13,,Production Sharing Contract for OML 38,Nigerian National Petroleum Corporation (NNPC),Platform Petroleum Company Limited,,Production Contract,60,,,,,,OML 38,,,,,,,,http://www.businessdayonline.com/NG/index.php/gas/15659-platform-petroleum-records-nigerias-fourth-cdm-facility,20/06/2014 13:54:13,,,,
20/06/2014 13:54:43,,Production Sharing Contract for OML 38,Nigerian National Petroleum Corporation (NNPC),Newcross Petroleum Limited,,Production Contract,40,,,,,,OML 38,,,,,,,,http://www.businessdayonline.com/NG/index.php/gas/15659-platform-petroleum-records-nigerias-fourth-cdm-facility,20/06/2014 13:54:43,,,,
20/06/2014 13:56:55,,Production Sharing Contract for OPL 283,Nigerian National Petroleum Corporation (NNPC),Newcross Petroleum Limited,,Production Contract,60,,,,,,OPL 283,,,,,,,,http://newcrosspet.com/news.php?page=48,20/06/2014 13:56:55,,,,
20/06/2014 13:57:09,,Production Sharing Contract for OPL 283,Nigerian National Petroleum Corporation (NNPC),Rayflosh Petroleum,,Production Contract,40,,,,,,OPL 283,,,,,,,,http://newcrosspet.com/news.php?page=48,20/06/2014 13:57:09,,,,
20/06/2014 13:58:38,,Production Sharing Contract for OML 26,Nigerian National Petroleum Corporation (NNPC),Nigeria Petroleum Development Company Limited,,Production Contract,55,,,,,,OML 26,,,,,,,,http://www.fhnigeria.com/assets/,20/06/2014 13:58:38,,,,
20/06/2014 13:58:45,,Production Sharing Contract for OML 26,Nigerian National Petroleum Corporation (NNPC),First Hydrocarbon Nigeria Limited,,Production Contract,45,,,,,,OML 26,,,,,,,,http://www.fhnigeria.com/assets/,20/06/2014 13:58:45,,,,
20/06/2014 14:03:55,,Production Sharing Contract for OML 40,Nigerian National Petroleum Corporation (NNPC),Nigeria Petroleum Development Company Limited,,Production Contract,55,,,,,,OML 40,,,,,,,,http://investor.serinusenergy.com/en/pr/199489/nigeria-oml-42-purchase-completed-by-neconde-kov-retains-option-to-participate,20/06/2014 14:03:55,,,,
20/06/2014 14:04:44,,Production Sharing Contract for OML 40,Nigerian National Petroleum Corporation (NNPC),Neconde Energy,,Production Contract,45,,,,,,OML 40,,,,,,,,http://investor.serinusenergy.com/en/pr/199489/nigeria-oml-42-purchase-completed-by-neconde-kov-retains-option-to-participate,20/06/2014 14:04:44,,,,
20/06/2014 14:07:09,,Production Sharing Contract for OPL 278,Nigerian National Petroleum Corporation (NNPC),Oando Exploration and Production Limited,,Production Contract,60,,,,,,OPL 278,,,,,,,,http://www.oandoplc.com/wp-content/uploads/Q12006.pdf,20/06/2014 14:07:09,,,,
20/06/2014 14:10:52,,Production Sharing Contract for OPL 278,Nigerian National Petroleum Corporation (NNPC),Camac International Limited,,Production Contract,15,,,,,,OPL 278,,,,,,,,http://www.oandoplc.com/wp-content/uploads/Q12006.pdf,20/06/2014 14:10:52,,,,
20/06/2014 14:10:53,,Production Sharing Contract for OPL 278,Nigerian National Petroleum Corporation (NNPC),Allied Energy Plc,,Production Contract,15,,,,,,OPL 278,,,,,,,,http://www.oandoplc.com/wp-content/uploads/Q12006.pdf,20/06/2014 14:10:53,,,,
20/06/2014 14:10:58,,Production Sharing Contract for OPL 278,Nigerian National Petroleum Corporation (NNPC),First Axis Oil & Gas,,Production Contract,10,,,,,,OPL 278,,,,,,,,http://www.oandoplc.com/wp-content/uploads/Q12006.pdf,20/06/2014 14:10:58,,,,
20/06/2014 14:12:30,,Production Sharing Contract for OPL 236,Nigerian National Petroleum Corporation (NNPC),Oando Exploration and Production Limited,,Production Contract,95,,,,,,OPL 236,,,,,,,,http://www.petroleumafrica.com/oando-signs-psc-and-gmou/,20/06/2014 14:12:30,,,,
20/06/2014 14:13:16,,Production Sharing Contract for OPL 236,Nigerian National Petroleum Corporation (NNPC),RFO Ventures Limited,,Production Contract,5,,,,,,OPL 236,,,,,,,,http://www.petroleumafrica.com/oando-signs-psc-and-gmou/,20/06/2014 14:13:16,,,,
20/06/2014 14:14:40,,Production Sharing Contract for OPL 282,Nigerian National Petroleum Corporation (NNPC),Nigerian Agip Oil Company Limited,,Production Contract,90,,,,,,OPL 282,,,,,,,,http://www.petroleumafrica.com/oando-signs-agreements-on-agip-operated-block-opl-282/,20/06/2014 14:14:40,,,,
20/06/2014 14:15:30,,Production Sharing Contract for OPL 282,Nigerian National Petroleum Corporation (NNPC),Oando Exploration and Production Limited,,Production Contract,4,,,,,,OPL 282,,,,,,,,http://www.petroleumafrica.com/oando-signs-agreements-on-agip-operated-block-opl-282/,20/06/2014 14:15:30,,,,
20/06/2014 14:15:35,,Production Sharing Contract for OPL 282,Nigerian National Petroleum Corporation (NNPC),Arc Resources Limited,,Production Contract,6,,,,,,OPL 282,,,,,,,,http://www.petroleumafrica.com/oando-signs-agreements-on-agip-operated-block-opl-282/,20/06/2014 14:15:35,,,,
20/06/2014 14:18:41,,Production Sharing Contract for OPL 310,Nigerian National Petroleum Corporation (NNPC),Optimum Petroleum Development Limited,,Production Contract,60,,,,,,OPL 310,,,,,,,,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CDMQFjAB&url=http%3A%2F%2Fwww.afren.com%2Fdownload.axd%3Fid%3D1693&ei=2IyLUpj0O8rAswbCxID4Cg&usg=AFQjCNGHG3WxSHXiP3_ZJbUgVgRimb2riw&bvm=bv.56643336,d.Yms&cad=rja",20/06/2014 14:18:41,,,,
20/06/2014 14:19:24,,Production Sharing Contract for OPL 310,Nigerian National Petroleum Corporation (NNPC),Afren Plc,,Production Contract,22.86,,,,,,OPL 310,,,,,,,,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CDMQFjAB&url=http%3A%2F%2Fwww.afren.com%2Fdownload.axd%3Fid%3D1693&ei=2IyLUpj0O8rAswbCxID4Cg&usg=AFQjCNGHG3WxSHXiP3_ZJbUgVgRimb2riw&bvm=bv.56643336,d.Yms&cad=rja",20/06/2014 14:19:24,,,,
20/06/2014 14:19:25,,Production Sharing Contract for OPL 310,Nigerian National Petroleum Corporation (NNPC),Lekoil Limited,,Production Contract,17.14,,,,,,OPL 310,,,,,,,,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CDMQFjAB&url=http%3A%2F%2Fwww.afren.com%2Fdownload.axd%3Fid%3D1693&ei=2IyLUpj0O8rAswbCxID4Cg&usg=AFQjCNGHG3WxSHXiP3_ZJbUgVgRimb2riw&bvm=bv.56643336,d.Yms&cad=rja",20/06/2014 14:19:25,,,,
20/06/2014 14:21:58,,Production Sharing Contract for OML 34,Nigerian National Petroleum Corporation (NNPC),Nigerian National Petroleum Corporation (NNPC),,Production Contract,55,,,,,,OML 34,,,,,,,,http://oilbarrel.com/media/pub/var/conference_presenter_presentation_file/68.pdf,20/06/2014 14:21:58,http://www.ngdelta.com/images/report/NDEP%20Annual%20Reports%202012%20FINAL.pdf,http://www.petrolin.com/page.php?menu_id=115&menu_retour=110,http://www.nigeriaoilandgasintelligence.com/nd-western-completes-acquisition-of-oml-34/,
20/06/2014 14:26:13,,Production Sharing Contract for OML 34,Nigerian National Petroleum Corporation (NNPC),Niger Delta Exploration and Production Plc,,Production Contract,18.75,,,,,,OML 34,,,,,,,,http://oilbarrel.com/media/pub/var/conference_presenter_presentation_file/68.pdf,20/06/2014 14:26:13,http://www.ngdelta.com/images/report/NDEP%20Annual%20Reports%202012%20FINAL.pdf,http://www.petrolin.com/page.php?menu_id=115&menu_retour=110,http://www.nigeriaoilandgasintelligence.com/nd-western-completes-acquisition-of-oml-34/,
20/06/2014 14:26:14,,Production Sharing Contract for OML 34,Nigerian National Petroleum Corporation (NNPC),Petrolin International,,Production Contract,34,,,,,,OML 34,,,,,,,,http://oilbarrel.com/media/pub/var/conference_presenter_presentation_file/68.pdf,20/06/2014 14:26:14,http://www.ngdelta.com/images/report/NDEP%20Annual%20Reports%202012%20FINAL.pdf,http://www.petrolin.com/page.php?menu_id=115&menu_retour=110,http://www.nigeriaoilandgasintelligence.com/nd-western-completes-acquisition-of-oml-34/,
20/06/2014 14:26:14,,Production Sharing Contract for OML 34,Nigerian National Petroleum Corporation (NNPC),First Exploration & Petroleum Development Company Limited,,Production Contract,4.5,,,,,,OML 34,,,,,,,,http://oilbarrel.com/media/pub/var/conference_presenter_presentation_file/68.pdf,20/06/2014 14:26:14,http://www.ngdelta.com/images/report/NDEP%20Annual%20Reports%202012%20FINAL.pdf,http://www.petrolin.com/page.php?menu_id=115&menu_retour=110,http://www.nigeriaoilandgasintelligence.com/nd-western-completes-acquisition-of-oml-34/,
20/06/2014 14:26:15,,Production Sharing Contract for OML 34,Nigerian National Petroleum Corporation (NNPC),Walter Smith Petroman Oil Limited,,Production Contract,3.75,,,,,,OML 34,,,,,,,,http://oilbarrel.com/media/pub/var/conference_presenter_presentation_file/68.pdf,20/06/2014 14:26:15,http://www.ngdelta.com/images/report/NDEP%20Annual%20Reports%202012%20FINAL.pdf,http://www.petrolin.com/page.php?menu_id=115&menu_retour=110,http://www.nigeriaoilandgasintelligence.com/nd-western-completes-acquisition-of-oml-34/,
20/06/2014 14:30:14,,Production Sharing Contract for Ibigwe Field,Nigerian National Petroleum Corporation (NNPC),Walter Smith Petroman Oil Limited,,Production Contract,70,,,,,Ibigwe,,,,,,,,,http://waltersmithng.com/index.php/about-us,20/06/2014 14:30:14,,,,
20/06/2014 14:31:53,,Production Sharing Contract for Ibigwe Field,Nigerian National Petroleum Corporation (NNPC),Morris Petroleum Limited,,Production Contract,30,,,,,Ibigwe,,,,,,,,,http://waltersmithng.com/index.php/about-us,20/06/2014 14:31:53,,,,
20/06/2014 14:34:35,,Production Sharing Contract for OML 40,Nigerian National Petroleum Corporation (NNPC),Elcrest Exploration and Production Nigeria Limited,,Production Contract,45,,,,,,OML 40,,,,,,,,http://www.ventures-africa.com/2012/09/elcrest-acquires-30-stake-in-shells-oml-40-oil-block-for-102m/,20/06/2014 14:34:35,,,,
20/06/2014 15:20:02,,Production Sharing Contract for OML 40,Nigerian National Petroleum Corporation (NNPC),Nigerian National Petroleum Corporation (NNPC),,Production Contract,55,,,,,,OML 40,,,,,,,,http://www.ventures-africa.com/2012/09/elcrest-acquires-30-stake-in-shells-oml-40-oil-block-for-102m/,20/06/2014 15:20:02,,,,
